time,longitude,latitude,random_number,mac_address,pricetag,company,file_name,city,bank_country,language_name,date,hostname,country,date_time,timezone
05:11:53,61.504206,53.411754,64,3a:9d:af:2b:47:63,$32.48,"Smith, Johnson and Owen",vel.mp4,Williamstown,GB,Inuktitut,1992-01-10,lt-62.higgins.com,Puerto Rico,1974-01-27 18:37:42,Pacific/Palau
04:56:58,166.547012,-24.6321035,4078329,1e:ab:3c:41:20:3f,"$8,305.63","Hill, Lee and Dawson",excepturi.csv,Pearsonville,GB,Yiddish,1990-10-05,srv-29.smith.com,Brazil,2004-04-16 08:13:08,Africa/Harare
00:47:20,119.814586,-33.954916,95,e3:ee:c1:b1:38:43,"$78,822.95","Edwards, Fisher and Bradley",possimus.bmp,West Alexandra,GB,Pali,2007-11-23,laptop-94.smith.com,Sri Lanka,2003-07-14 08:33:10,Africa/Bujumbura
09:04:22,-41.032651,-29.794185,718,2e:91:4d:0a:a7:1f,$257.53,Harding Group,earum.mp4,West Eleanor,GB,South Ndebele,1992-03-28,web-79.kemp.com,Turkmenistan,1977-06-17 16:14:25,Asia/Kabul
20:50:56,179.878807,41.2104985,392,80:90:9c:93:37:36,"$2,241.20",Davies Inc,tempore.html,East Maxmouth,GB,Amharic,2013-06-23,desktop-72.curtis-norman.com,Burundi,1990-02-22 23:38:33,Asia/Muscat
23:15:47,130.691166,64.284289,986096,3f:f2:6b:67:07:89,"$89,258.43",Long-Mills,numquam.jpg,North Graham,GB,Sardinian,1996-01-02,web-27.taylor.com,Qatar,1972-01-07 16:51:19,Europe/Budapest
11:31:50,144.077796,-27.273093,6706586,c5:ef:b4:4f:cf:5c,"$48,519.65","Banks, Atkins and Carter",debitis.key,Alichester,GB,Tatar,1991-01-19,lt-97.smith.biz,Egypt,2023-04-27 21:22:55,Pacific/Tarawa
02:31:26,-61.097413,-54.0477455,9599494,d4:be:fa:e1:ca:77,"$7,819.08",Nash-Johnson,voluptas.jpg,Billymouth,GB,Divehi,1982-04-20,srv-95.king.co.uk,Malta,1988-03-24 07:28:43,Pacific/Palau
00:57:38,39.322291,-55.460525,561652825,27:46:09:ef:ed:b5,"$34,566.43",Patel Ltd,provident.numbers,Davisonmouth,GB,Burmese,1976-08-25,email-11.weston-shaw.com,Vietnam,1978-07-21 20:11:16,Indian/Mahe
09:31:18,-10.963537,-43.4665475,18,98:e6:06:10:f2:ad,$574.86,"Warner, Bishop and Willis",sit.mp3,West Janeland,GB,Tatar,1996-02-19,desktop-53.bailey.com,Kuwait,2010-02-23 18:37:43,Africa/Sao_Tome
05:22:38,54.698164,67.7022065,53398,0f:db:26:11:ba:ac,$6.99,"Walker, Rice and Turner",earum.ppt,Harryton,GB,Marathi,2020-01-26,email-75.nash.com,Sierra Leone,1974-03-28 03:02:42,Asia/Dushanbe
16:24:15,-33.557686,-33.865247,80,5d:1b:42:27:e4:a3,$60.34,"Clarke, Andrews and Woodward",distinctio.css,North Saraborough,GB,Greek,1984-09-05,db-56.chadwick.com,Niger,2016-01-04 22:39:54,Asia/Vientiane
07:12:41,109.618680,51.638670,32,3c:6a:22:0d:24:64,"$72,433.57",Dickinson-Roberts,voluptate.mp3,West Marion,GB,Sindhi,2011-08-11,email-81.ahmed-fraser.com,Gibraltar,1986-01-01 01:15:36,Africa/Gaborone
02:14:52,-78.995572,-76.3064465,935338,0b:4b:bd:4a:29:c4,"$4,092.22",Barker-Watson,quam.html,Liamberg,GB,Panjabi,2012-09-08,srv-70.thompson.com,Cayman Islands,2019-04-11 10:48:54,America/Port_of_Spain
10:43:04,128.158592,-20.7591465,86771,7c:2a:e2:66:8c:8f,$31.93,Begum-Harris,nisi.png,Douglasstad,GB,Uighur,2023-01-10,email-79.wood.biz,Uganda,2005-09-15 22:34:40,Europe/Luxembourg
02:05:26,-141.029851,-43.8016915,846120,cc:92:f8:7f:53:40,$43.70,King-Kirk,earum.jpg,McDonaldborough,GB,Gujarati,1979-01-25,laptop-61.hall-hewitt.com,Montserrat,2010-08-24 12:54:06,Australia/Currie
03:56:02,95.517085,33.3758805,87,5c:a3:1d:c0:fb:d8,$73.13,Green and Sons,a.odp,South Jeremymouth,GB,Swedish,2013-11-16,desktop-75.jones.org,Egypt,1993-03-27 18:06:42,Asia/Rangoon
09:13:19,-21.854612,-1.120573,9393,20:38:d3:f7:52:0d,$2.93,Gray Inc,saepe.jpeg,Victoriamouth,GB,Hindi,1970-09-15,db-07.day.com,Uganda,2008-02-10 11:35:34,Asia/Bangkok
19:50:17,44.703648,-81.622870,3,6d:8a:4f:35:b4:ee,$444.13,George-Wilson,excepturi.wav,Daviesfort,GB,Tajik,1993-05-10,lt-33.barker-bell.com,Panama,1972-07-21 20:17:33,Asia/Kuching
23:30:40,7.716690,-86.392721,287411821,8d:5a:27:ec:60:29,"$7,441.67","Mitchell, Jones and Wallace",ex.jpg,Jasonfort,GB,Azerbaijani,1991-10-21,laptop-96.morgan.com,Canada,2001-06-20 02:37:09,Africa/Blantyre
09:24:23,-25.387097,83.8038075,458229719,d8:9f:f4:ba:8f:21,"$83,883.43",Collins Group,minus.mp4,Justinmouth,GB,Latin,1988-10-02,email-08.graham-wallis.com,Eritrea,1970-04-08 09:02:08,Africa/Khartoum
17:10:12,62.159344,48.4765285,423640966,03:38:0f:91:7c:31,"$3,115.58",Turner-Williams,veritatis.ods,Pottsshire,GB,Komi,1982-02-15,srv-04.williams.net,Ghana,1972-05-30 18:28:04,Africa/Maputo
04:36:21,-55.875671,-89.859583,8305773,2e:a7:d5:67:44:a0,"$9,751.39",Roberts and Sons,consequuntur.jpg,Lake Victorborough,GB,Korean,1993-04-17,db-66.johnson.com,Mauritania,2008-07-27 21:32:08,America/Grenada
05:33:00,140.029099,-35.929253,201061,b4:74:f4:7e:a5:33,"$32,533.29",Andrews Inc,officia.gif,Grantport,GB,Japanese,1989-11-29,db-37.jones-turner.com,Tajikistan,2006-01-11 17:14:02,Asia/Baghdad
23:47:43,57.764589,-61.906760,8,56:52:c8:7a:e0:57,$1.21,"Grant, Miah and Robson",at.wav,West Leonfurt,GB,Turkmen,1977-04-09,lt-14.lewis-jackson.org,Lao People's Democratic Republic,2002-03-12 23:50:10,Asia/Katmandu
22:23:41,65.897576,-38.7325355,1822,6e:d6:cf:a2:d0:75,$14.94,"Pearce, Scott and Dean",laboriosam.gif,West Jay,GB,Basque,2001-08-18,email-31.briggs-chapman.com,Papua New Guinea,2002-03-27 11:30:09,Pacific/Nauru
15:42:58,156.520701,-56.2486765,263576,2b:c4:26:70:31:1b,$9.58,Thompson Group,quibusdam.wav,Frostville,GB,Norwegian,1997-11-16,email-43.graham-ford.net,Bulgaria,2020-05-11 08:41:42,Asia/Harbin
19:46:23,60.432327,54.999703,6454632,aa:4e:f9:9f:17:2b,$104.79,"Thompson, Baker and Gibson",iste.xls,West Abbietown,GB,Venda,1976-08-06,lt-63.jones.info,Russian Federation,2014-04-11 11:40:08,America/Barbados
17:26:41,145.628440,-39.278687,35445,ba:0c:5e:93:c8:d2,"$7,453.66","Hussain, Palmer and Gilbert",ullam.jpeg,East Alison,GB,Walloon,2021-06-23,laptop-93.stewart.com,Cambodia,1980-03-21 08:55:12,Africa/Kinshasa
03:43:12,-29.818020,-60.5778775,85,de:1e:66:f4:a0:99,$897.80,Clarke LLC,neque.jpeg,West Marcusside,GB,Bengali,1989-04-07,desktop-33.brown.info,Chad,1984-11-03 03:58:43,America/Argentina/Ushuaia
21:57:20,83.452792,49.9919765,9,87:84:df:f8:1a:eb,$69.14,"Macdonald, Morgan and Moore",error.pages,East Christinefurt,GB,Sindhi,1997-05-19,srv-60.hobbs-power.org,Sri Lanka,2001-05-02 11:18:35,Europe/Vatican
10:20:08,-43.491492,70.3859225,776,4a:6c:82:4b:c1:66,$72.22,Holden-Barnett,eligendi.webm,Naomistad,GB,Malagasy,2014-10-26,laptop-56.smith-gallagher.co.uk,Korea,1995-09-06 09:21:36,Europe/Vaduz
21:38:48,40.189243,61.8065785,732,55:41:1d:f4:ed:5c,$33.08,Davis Group,ipsam.mp3,Lake Maxview,GB,Avaric,2005-12-05,desktop-68.khan.com,Guyana,1973-06-11 22:10:32,Africa/Malabo
17:42:54,-171.548726,-80.9259955,872,9d:14:73:b5:55:d5,$7.86,Reynolds Group,aspernatur.pdf,New Cliffordfort,GB,Gujarati,1977-02-05,laptop-31.smith.net,Oman,1985-08-08 19:06:39,Europe/Zagreb
10:04:07,-70.444698,-80.970536,347246769,66:3c:6c:45:f5:4d,"$5,113.16",Hill PLC,quas.mp3,East Kennethhaven,GB,Armenian,2021-12-20,srv-80.bailey.biz,Trinidad and Tobago,1997-04-26 15:24:49,America/Porto_Velho
22:29:42,72.326977,-20.122588,75134053,ad:27:3c:8e:92:8d,$1.85,"Vincent, Jones and Holland",fuga.pages,Lake Valeriechester,GB,Romanian,1970-11-13,srv-55.butler.com,Brazil,1997-10-23 11:51:42,Europe/Prague
08:40:54,-159.353315,-63.8359675,97332,b4:41:eb:3e:55:1f,$926.38,Bond-Mason,quod.pages,South Darrenfort,GB,Swati,2017-10-18,db-60.andrews-owen.com,Burundi,2011-05-15 20:15:10,Asia/Vladivostok
17:20:08,137.835649,61.8943345,948,92:c0:be:e5:fa:d5,"$6,734.03",Graham Group,ex.flac,Coleside,GB,Kinyarwanda,1977-01-06,email-83.baker-odonnell.com,Bulgaria,1990-10-07 09:41:16,Europe/Minsk
10:58:30,93.529363,4.3904865,47973060,38:71:5e:48:36:cb,"$68,921.51",Parker PLC,error.pptx,Lake Nicholaston,GB,Lingala,2003-07-10,db-59.lee.info,Norfolk Island,1986-11-18 04:04:05,Europe/Zagreb
15:06:07,-178.024190,-59.416630,542459,91:c6:8a:6c:51:d9,"$9,487.98","O'Connor, Khan and Thompson",voluptas.png,East Fionaborough,GB,Fulah,2013-01-12,srv-34.burton-holland.info,United Kingdom,2006-12-29 14:45:39,Pacific/Nauru
