laptop-15.baker.org,21:17:26,2580,$16.35,-63.234344,North Julia,Belarusian,9d:5f:e4:92:44:8e,-29.421567
lt-06.howells-parkinson.com,01:30:24,84015071,$376.13,-47.9842555,Parkershire,Central Khmer,fd:c7:8e:e2:68:f0,139.438912
laptop-94.parkes-white.com,07:34:10,57,"$4,070.97",-86.5903555,South Clivefort,Greek,9f:db:12:bd:7c:8d,-92.424322
desktop-30.graham.com,02:40:49,8482173,"$8,019.76",32.139408,East Shaun,Norwegian,e7:a0:aa:c7:34:a8,-135.452421
email-78.lowe.com,04:09:53,8331974,"$18,640.67",-65.0669455,North Martinfort,Xhosa,2c:da:45:96:2a:63,-93.536778
lt-89.lawson.co.uk,14:48:23,4312995,$18.51,-83.3643075,Lake Teresaburgh,Church Slavic,b7:1b:99:9a:98:e9,151.629271
laptop-43.barker.com,18:42:57,30796,"$6,430.07",61.2970725,Fostertown,Hiri Motu,8e:11:97:65:81:c4,90.366271
desktop-50.dixon-john.com,05:49:45,6976681,$409.33,36.1637965,Francisstad,Swahili,32:76:ed:f9:7d:24,135.891655
lt-92.taylor.biz,12:58:23,9438,$874.78,-74.087810,Lisaborough,Interlingua,bd:9a:f2:88:eb:f2,-62.645531
email-71.murphy.com,19:22:53,6,$518.80,-35.3465945,Michaelmouth,Central Khmer,c8:fc:0a:cc:c0:ca,81.199515
email-25.curtis.info,12:09:49,3549,$95.40,-52.444879,Port Julianville,Kurdish,f1:07:28:da:87:68,-67.949405
srv-20.barker.com,17:12:48,29,$753.75,58.721664,New Royport,Japanese,d7:c6:ca:cf:f1:a5,-6.970411
email-11.lawrence.biz,18:18:57,61484349,$81.01,63.4785695,Lake Amyburgh,Hebrew,61:3c:6e:b8:67:48,-138.994371
web-44.perkins.com,14:43:15,40,$95.84,20.223070,Smithview,Gujarati,fd:73:e7:e6:66:6c,95.808391
lt-72.lee.com,04:28:09,84,$71.89,75.768909,Steeleshire,Kuanyama,a1:9c:c9:0f:05:c2,-108.730213
web-24.mason.com,15:40:21,83072,$9.01,-13.7189735,Parkerside,Macedonian,8f:53:09:2a:75:e0,149.787347
email-17.thompson.biz,00:37:57,597346,$831.31,22.3222975,New Marie,"Sotho, Southern",bd:c2:f5:1d:11:61,75.348560
email-35.walters-davies.com,07:49:05,902,"$9,985.32",18.757138,East Keithshire,Maori,85:9a:31:8a:e7:eb,-174.240249
db-22.marshall.org,08:50:09,64114,"$60,917.38",82.301460,Jennifermouth,Lingala,84:30:c3:4c:cc:51,-149.722408
desktop-05.rose-brown.com,17:27:57,14,$70.43,-2.107438,Westfurt,Breton,a3:79:c2:d4:a6:55,-72.784388
lt-90.marsh.com,22:40:07,5917,$731.46,11.5284715,South Nicola,Oriya,32:9b:09:10:3a:17,-52.843407
email-15.holland-pollard.com,02:23:19,8203148,$31.35,49.0922545,North Marc,Igbo,b7:99:bf:35:a2:5e,153.256210
desktop-05.smith.net,15:13:45,66801,"$96,693.85",-24.389396,Eleanorfort,Hiri Motu,4a:87:fb:6e:05:de,-122.324162
lt-87.fleming.net,00:33:46,42,"$3,507.60",-7.518253,Colemanburgh,Norwegian Nynorsk,87:9e:91:c7:44:d2,-42.997823
srv-18.oliver.com,01:53:02,3115514,"$93,853.39",-51.428882,Charlesmouth,Czech,b3:9a:d9:57:b6:5f,38.613164
web-48.saunders-weston.com,14:07:06,126108,$49.18,57.8294885,North Stephenfort,Tibetan,f3:b2:82:0c:31:e3,-81.634517
laptop-92.graham-robinson.info,10:35:01,14233,$1.52,40.682972,East Gary,Polish,00:a4:1d:d3:00:30,107.978298
lt-37.rogers.com,17:02:34,3066930,$150.03,33.209601,Pooleside,Luxembourgish,c9:ce:12:59:65:ce,-45.521936
srv-34.sharp-woods.com,07:59:32,44585,$516.71,-16.968502,South Juliashire,Tagalog,67:90:66:93:4d:f9,123.627803
email-26.humphreys-dawson.net,18:39:16,699333336,$2.16,-82.7869555,South Jessicaport,Tagalog,e5:11:88:4d:da:2f,-58.538429
srv-52.crawford-jackson.com,08:17:52,23010809,"$64,296.54",50.2656275,New Bentown,Romansh,a3:c6:ad:76:1d:c3,-86.828115
web-84.webb-thompson.com,21:46:23,4,$4.34,-89.6716315,South Katemouth,Amharic,be:1d:81:82:4e:d8,-64.982731
desktop-66.barton.com,03:46:43,601711179,$6.51,7.1385605,Chambersburgh,Icelandic,a8:da:c2:10:2c:5a,36.359090
email-58.clarke.com,00:20:28,47193456,$3.33,-5.0044025,New Shirleyfort,Gujarati,7a:dc:3a:72:62:86,102.366370
lt-81.atkins-mahmood.com,19:28:28,7692477,$7.62,74.077366,Port Lynnside,North Ndebele,36:ed:08:de:0d:b3,-141.298270
laptop-80.newton.com,19:08:44,6843,$673.14,61.779369,North Samfort,Kikuyu,1b:37:ec:1a:51:4e,-70.781563
db-26.russell-warren.com,02:32:27,656,"$2,108.52",-17.3095035,West Adrianchester,Welsh,30:07:a6:14:7b:f8,145.364064
email-94.akhtar.net,10:25:06,0,"$6,495.96",14.1959525,Denniston,Marathi,f6:8d:74:ce:ce:86,-106.254780
srv-89.gardner.com,09:13:26,36458710,$945.77,62.1370295,New Kimberley,Guarani,65:ab:97:f9:3e:01,8.938113
lt-08.king.com,13:34:50,246585,"$8,211.34",-44.0497215,Harveystad,Ganda,8d:0a:49:ad:d9:88,-118.227571
desktop-30.lynch.com,14:08:16,804120,$3.37,-42.0076735,East Kimborough,Sichuan Yi,da:6e:78:8b:cb:b2,159.147994
desktop-93.lord.net,01:20:20,978,"$88,731.72",6.582866,North Cherylchester,Mongolian,a5:fd:2a:ad:1f:69,28.691423
db-01.cox.com,23:55:14,1097972,"$1,488.72",35.587810,Peterstown,Hindi,1d:9d:06:b1:c6:6a,-161.862100
laptop-22.rhodes-marshall.info,18:49:45,813869,$98.18,57.2104235,Kevinfort,Catalan,fe:ad:c9:a5:6a:a1,-91.731281
web-94.norman.com,16:07:45,1009139,$3.30,4.6403245,Port Benjaminmouth,Marshallese,16:ac:85:fc:f5:50,123.385023
web-53.donnelly.com,08:34:54,6135,$3.70,47.504362,Morrisfurt,Panjabi,b1:d7:ae:9d:d0:40,-158.427808
email-22.archer.biz,11:49:16,81113,$963.37,34.3655245,Williamside,Polish,a3:35:28:98:29:2e,-122.922664
db-52.kaur-davies.com,17:44:49,549129544,$1.99,13.4008905,Murrayland,Manx,94:72:28:f2:aa:71,12.941871
desktop-79.brown.com,13:31:50,21,$2.63,-53.863802,Jonesside,Urdu,12:17:11:b1:e1:00,-101.570669
lt-50.robinson-jenkins.biz,05:50:01,77,"$1,350.87",0.6290595,Farmershire,Belarusian,ea:18:1d:3e:06:7c,102.993133
lt-79.wright-norris.biz,22:09:11,960358,$4.92,3.9701095,Singhtown,English,98:7a:ee:8b:f9:88,-2.608052
